,Date,Area,Rain
754,1973-11-01,Chamoli,0.011
755,1973-12-01,Chamoli,1.707
756,1974-01-01,Chamoli,27.101
757,1974-02-01,Chamoli,30.746
758,1974-03-01,Chamoli,7.831
759,1974-04-01,Chamoli,3.673
760,1974-05-01,Chamoli,59.88
761,1974-06-01,Chamoli,111.442
762,1974-07-01,Chamoli,236.139
763,1974-08-01,Chamoli,177.505
764,1974-09-01,Chamoli,74.386
765,1974-10-01,Chamoli,13.62
766,1974-11-01,Chamoli,0.004
767,1974-12-01,Chamoli,25.744
768,1975-01-01,Chamoli,83.231
769,1975-02-01,Chamoli,35.452
770,1975-03-01,Chamoli,49.742
771,1975-04-01,Chamoli,4.934
772,1975-05-01,Chamoli,9.924
773,1975-06-01,Chamoli,137.886
774,1975-07-01,Chamoli,307.19
775,1975-08-01,Chamoli,334.838
776,1975-09-01,Chamoli,283.578
777,1975-10-01,Chamoli,35.456
778,1975-11-01,Chamoli,0.0
779,1975-12-01,Chamoli,0.148
780,1976-01-01,Chamoli,4.34
781,1976-02-01,Chamoli,74.549
782,1976-03-01,Chamoli,14.9
783,1976-04-01,Chamoli,36.315
784,1976-05-01,Chamoli,26.747
785,1976-06-01,Chamoli,361.945
786,1976-07-01,Chamoli,219.967
787,1976-08-01,Chamoli,545.626
788,1976-09-01,Chamoli,63.939
789,1976-10-01,Chamoli,9.246
790,1976-11-01,Chamoli,0.0
791,1976-12-01,Chamoli,0.836
792,1977-01-01,Chamoli,58.156
793,1977-02-01,Chamoli,7.734
794,1977-03-01,Chamoli,2.513
795,1977-04-01,Chamoli,85.993
796,1977-05-01,Chamoli,101.606
797,1977-06-01,Chamoli,321.788
798,1977-07-01,Chamoli,332.434
799,1977-08-01,Chamoli,177.703
800,1977-09-01,Chamoli,133.225
801,1977-10-01,Chamoli,15.629
802,1977-11-01,Chamoli,0.068
803,1977-12-01,Chamoli,19.652
804,1978-01-01,Chamoli,6.349
805,1978-02-01,Chamoli,15.204
806,1978-03-01,Chamoli,83.54
807,1978-04-01,Chamoli,27.221
808,1978-05-01,Chamoli,5.85
809,1978-06-01,Chamoli,150.485
810,1978-07-01,Chamoli,308.663
811,1978-08-01,Chamoli,415.908
812,1978-09-01,Chamoli,302.543
813,1978-10-01,Chamoli,8.876
814,1978-11-01,Chamoli,7.744
815,1978-12-01,Chamoli,8.423
816,1979-01-01,Chamoli,27.402
817,1979-02-01,Chamoli,73.032
818,1979-03-01,Chamoli,38.984
819,1979-04-01,Chamoli,17.64
820,1979-05-01,Chamoli,62.038
821,1979-06-01,Chamoli,63.939
822,1979-07-01,Chamoli,261.126
823,1979-08-01,Chamoli,131.552
824,1979-09-01,Chamoli,109.783
825,1979-10-01,Chamoli,8.313
826,1979-11-01,Chamoli,20.839
827,1979-12-01,Chamoli,7.67
828,1980-01-01,Chamoli,9.663
829,1980-02-01,Chamoli,49.044
830,1980-03-01,Chamoli,56.178
831,1980-04-01,Chamoli,8.255
832,1980-05-01,Chamoli,37.784
833,1980-06-01,Chamoli,178.723
834,1980-07-01,Chamoli,579.523
835,1980-08-01,Chamoli,371.712
836,1980-09-01,Chamoli,263.537
837,1980-10-01,Chamoli,34.407
838,1980-11-01,Chamoli,2.369
839,1980-12-01,Chamoli,8.373
840,1981-01-01,Chamoli,48.187
841,1981-02-01,Chamoli,21.603
842,1981-03-01,Chamoli,74.599
843,1981-04-01,Chamoli,27.971
844,1981-05-01,Chamoli,83.491
845,1981-06-01,Chamoli,94.983
846,1981-07-01,Chamoli,392.054
847,1981-08-01,Chamoli,147.335
848,1981-09-01,Chamoli,65.403
849,1981-10-01,Chamoli,2.487
850,1981-11-01,Chamoli,38.936
851,1981-12-01,Chamoli,2.787
852,1982-01-01,Chamoli,31.395
853,1982-02-01,Chamoli,11.777
854,1982-03-01,Chamoli,106.084
855,1982-04-01,Chamoli,53.342
856,1982-05-01,Chamoli,64.836
857,1982-06-01,Chamoli,31.383
858,1982-07-01,Chamoli,157.361
859,1982-08-01,Chamoli,345.119
860,1982-09-01,Chamoli,49.36
861,1982-10-01,Chamoli,15.545
862,1982-11-01,Chamoli,4.341
863,1982-12-01,Chamoli,19.878
864,1983-01-01,Chamoli,67.664
865,1983-02-01,Chamoli,18.013
866,1983-03-01,Chamoli,65.641
867,1983-04-01,Chamoli,102.122
868,1983-05-01,Chamoli,76.283
869,1983-06-01,Chamoli,263.1
870,1983-07-01,Chamoli,308.722
871,1983-08-01,Chamoli,167.647
872,1983-09-01,Chamoli,296.868
873,1983-10-01,Chamoli,42.619
874,1983-11-01,Chamoli,0.0
875,1983-12-01,Chamoli,10.049
876,1984-01-01,Chamoli,11.054
877,1984-02-01,Chamoli,125.513
878,1984-03-01,Chamoli,8.735
879,1984-04-01,Chamoli,32.953
880,1984-05-01,Chamoli,1.092
881,1984-06-01,Chamoli,141.811
882,1984-07-01,Chamoli,311.592
883,1984-08-01,Chamoli,229.404
884,1984-09-01,Chamoli,163.554
885,1984-10-01,Chamoli,2.075
886,1984-11-01,Chamoli,0.0
887,1984-12-01,Chamoli,12.923
888,1985-01-01,Chamoli,44.321
889,1985-02-01,Chamoli,2.018
890,1985-03-01,Chamoli,12.522
891,1985-04-01,Chamoli,53.47
892,1985-05-01,Chamoli,43.734
893,1985-06-01,Chamoli,194.677
894,1985-07-01,Chamoli,538.028
895,1985-08-01,Chamoli,299.214
896,1985-09-01,Chamoli,134.025
897,1985-10-01,Chamoli,99.279
898,1985-11-01,Chamoli,0.114
899,1985-12-01,Chamoli,45.578
900,1986-01-01,Chamoli,4.032
901,1986-02-01,Chamoli,35.061
902,1986-03-01,Chamoli,31.581
903,1986-04-01,Chamoli,37.638
904,1986-05-01,Chamoli,90.263
905,1986-06-01,Chamoli,65.998
906,1986-07-01,Chamoli,426.064
907,1986-08-01,Chamoli,181.113
908,1986-09-01,Chamoli,250.6
909,1986-10-01,Chamoli,36.963
910,1986-11-01,Chamoli,11.255
911,1986-12-01,Chamoli,83.178
912,1987-01-01,Chamoli,47.906
913,1987-02-01,Chamoli,39.158
914,1987-03-01,Chamoli,12.153
915,1987-04-01,Chamoli,21.139
916,1987-05-01,Chamoli,83.347
917,1987-06-01,Chamoli,11.441
918,1987-07-01,Chamoli,64.497
919,1987-08-01,Chamoli,250.566
920,1987-09-01,Chamoli,51.727
921,1987-10-01,Chamoli,5.42
922,1987-11-01,Chamoli,0.0
923,1987-12-01,Chamoli,28.428
924,1988-01-01,Chamoli,9.514
925,1988-02-01,Chamoli,37.941
926,1988-03-01,Chamoli,49.418
927,1988-04-01,Chamoli,39.852
928,1988-05-01,Chamoli,25.175
929,1988-06-01,Chamoli,156.932
930,1988-07-01,Chamoli,521.034
931,1988-08-01,Chamoli,355.913
932,1988-09-01,Chamoli,104.969
933,1988-10-01,Chamoli,0.822
934,1988-11-01,Chamoli,0.878
935,1988-12-01,Chamoli,28.463
936,1989-01-01,Chamoli,85.836
937,1989-02-01,Chamoli,17.335
938,1989-03-01,Chamoli,26.523
939,1989-04-01,Chamoli,3.831
940,1989-05-01,Chamoli,28.902
941,1989-06-01,Chamoli,127.926
942,1989-07-01,Chamoli,297.723
943,1989-08-01,Chamoli,193.278
944,1989-09-01,Chamoli,97.783
945,1989-10-01,Chamoli,8.104
946,1989-11-01,Chamoli,5.45
947,1989-12-01,Chamoli,10.98
948,1990-01-01,Chamoli,3.752
949,1990-02-01,Chamoli,99.344
950,1990-03-01,Chamoli,68.854
951,1990-04-01,Chamoli,13.842
952,1990-05-01,Chamoli,151.801
953,1990-06-01,Chamoli,88.57
954,1990-07-01,Chamoli,363.247
955,1990-08-01,Chamoli,317.957
956,1990-09-01,Chamoli,122.307
957,1990-10-01,Chamoli,17.136
958,1990-11-01,Chamoli,15.644
959,1990-12-01,Chamoli,47.603
960,1991-01-01,Chamoli,6.405
961,1991-02-01,Chamoli,29.644
962,1991-03-01,Chamoli,30.293
963,1991-04-01,Chamoli,42.958
964,1991-05-01,Chamoli,82.776
965,1991-06-01,Chamoli,63.892
966,1991-07-01,Chamoli,19.936
967,1991-08-01,Chamoli,268.764
968,1991-09-01,Chamoli,103.088
969,1991-10-01,Chamoli,0.332
970,1991-11-01,Chamoli,7.379
971,1991-12-01,Chamoli,9.039
972,1992-01-01,Chamoli,39.288
973,1992-02-01,Chamoli,77.59
974,1992-03-01,Chamoli,38.445
975,1992-04-01,Chamoli,13.318
976,1992-05-01,Chamoli,37.988
977,1992-06-01,Chamoli,104.969
978,1992-07-01,Chamoli,243.878
979,1992-08-01,Chamoli,216.998
980,1992-09-01,Chamoli,70.266
981,1992-10-01,Chamoli,16.647
982,1992-11-01,Chamoli,43.462
983,1992-12-01,Chamoli,0.149
984,1993-01-01,Chamoli,24.13
985,1993-02-01,Chamoli,26.472
986,1993-03-01,Chamoli,40.174
987,1993-04-01,Chamoli,13.575
988,1993-05-01,Chamoli,43.05
989,1993-06-01,Chamoli,302.02
990,1993-07-01,Chamoli,228.582
991,1993-08-01,Chamoli,74.551
992,1993-09-01,Chamoli,241.307
993,1993-10-01,Chamoli,0.325
994,1993-11-01,Chamoli,0.0
995,1993-12-01,Chamoli,0.148
996,1994-01-01,Chamoli,18.124
997,1994-02-01,Chamoli,12.374
998,1994-03-01,Chamoli,36.162
999,1994-04-01,Chamoli,18.066
1000,1994-05-01,Chamoli,55.626
1001,1994-06-01,Chamoli,63.827
1002,1994-07-01,Chamoli,352.418
1003,1994-08-01,Chamoli,323.609
1004,1994-09-01,Chamoli,56.022
1005,1994-10-01,Chamoli,0.786
1006,1994-11-01,Chamoli,0.0
1007,1994-12-01,Chamoli,1.862
1008,1995-01-01,Chamoli,63.018
1009,1995-02-01,Chamoli,90.672
1010,1995-03-01,Chamoli,82.539
1011,1995-04-01,Chamoli,21.448
1012,1995-05-01,Chamoli,5.478
1013,1995-06-01,Chamoli,127.959
1014,1995-07-01,Chamoli,259.198
1015,1995-08-01,Chamoli,446.313
1016,1995-09-01,Chamoli,196.099
1017,1995-10-01,Chamoli,2.643
1018,1995-11-01,Chamoli,35.248
1019,1995-12-01,Chamoli,1.148
1020,1996-01-01,Chamoli,66.876
1021,1996-02-01,Chamoli,54.559
1022,1996-03-01,Chamoli,30.384
1023,1996-04-01,Chamoli,26.66
1024,1996-05-01,Chamoli,51.367
1025,1996-06-01,Chamoli,184.953
1026,1996-07-01,Chamoli,319.13
1027,1996-08-01,Chamoli,290.211
1028,1996-09-01,Chamoli,215.897
1029,1996-10-01,Chamoli,39.804
1030,1996-11-01,Chamoli,0.0
1031,1996-12-01,Chamoli,3.394
1032,1997-01-01,Chamoli,24.02
1033,1997-02-01,Chamoli,13.679
1034,1997-03-01,Chamoli,27.532
1035,1997-04-01,Chamoli,8.007
1036,1997-05-01,Chamoli,55.272
1037,1997-06-01,Chamoli,203.233
1038,1997-07-01,Chamoli,85.798
1039,1997-08-01,Chamoli,223.485
1040,1997-09-01,Chamoli,59.871
1041,1997-10-01,Chamoli,36.66
1042,1997-11-01,Chamoli,19.668
1043,1997-12-01,Chamoli,12.665
1044,1998-01-01,Chamoli,19.083
1045,1998-02-01,Chamoli,38.295
1046,1998-03-01,Chamoli,70.508
1047,1998-04-01,Chamoli,58.324
1048,1998-05-01,Chamoli,29.241
1049,1998-06-01,Chamoli,27.273
1050,1998-07-01,Chamoli,296.569
1051,1998-08-01,Chamoli,429.276
1052,1998-09-01,Chamoli,81.948
1053,1998-10-01,Chamoli,36.766
1054,1998-11-01,Chamoli,7.988
1055,1998-12-01,Chamoli,3.111
1056,1999-01-01,Chamoli,17.356
1057,1999-02-01,Chamoli,11.831
1058,1999-03-01,Chamoli,1.496
1059,1999-04-01,Chamoli,8.96
1060,1999-05-01,Chamoli,36.758
1061,1999-06-01,Chamoli,132.902
1062,1999-07-01,Chamoli,135.966
1063,1999-08-01,Chamoli,156.968
1064,1999-09-01,Chamoli,159.595
1065,1999-10-01,Chamoli,36.21
1066,1999-11-01,Chamoli,0.439
1067,1999-12-01,Chamoli,11.781
1068,2000-01-01,Chamoli,14.458
1069,2000-02-01,Chamoli,75.175
1070,2000-03-01,Chamoli,17.486
1071,2000-04-01,Chamoli,11.84
1072,2000-05-01,Chamoli,64.315
1073,2000-06-01,Chamoli,217.097
1074,2000-07-01,Chamoli,172.865
1075,2000-08-01,Chamoli,260.673
1076,2000-09-01,Chamoli,82.317
1077,2000-10-01,Chamoli,0.859
1078,2000-11-01,Chamoli,0.032
1079,2000-12-01,Chamoli,0.356
1080,1971-01-01,Champawat,20.192
1081,1971-02-01,Champawat,21.221
1082,1971-03-01,Champawat,16.569
1083,1971-04-01,Champawat,17.689
1084,1971-05-01,Champawat,74.021
1085,1971-06-01,Champawat,254.458
1086,1971-07-01,Champawat,479.728
1087,1971-08-01,Champawat,423.028
1088,1971-09-01,Champawat,303.25
1089,1971-10-01,Champawat,178.337
1090,1971-11-01,Champawat,8.375
1091,1971-12-01,Champawat,0.3
1092,1972-01-01,Champawat,9.247
1093,1972-02-01,Champawat,34.763
1094,1972-03-01,Champawat,9.556
1095,1972-04-01,Champawat,20.757
1096,1972-05-01,Champawat,5.556
1097,1972-06-01,Champawat,101.633
1098,1972-07-01,Champawat,458.417
1099,1972-08-01,Champawat,293.522
1100,1972-09-01,Champawat,360.312
1101,1972-10-01,Champawat,52.839
1102,1972-11-01,Champawat,3.402
1103,1972-12-01,Champawat,1.505
1104,1973-01-01,Champawat,25.644
1105,1973-02-01,Champawat,21.203
1106,1973-03-01,Champawat,21.871
1107,1973-04-01,Champawat,0.889
1108,1973-05-01,Champawat,32.162
1109,1973-06-01,Champawat,313.488
1110,1973-07-01,Champawat,188.786
1111,1973-08-01,Champawat,414.959
1112,1973-09-01,Champawat,157.059
1113,1973-10-01,Champawat,127.876
1114,1973-11-01,Champawat,0.138
1115,1973-12-01,Champawat,0.001
1116,1974-01-01,Champawat,14.982
1117,1974-02-01,Champawat,12.293
1118,1974-03-01,Champawat,6.042
1119,1974-04-01,Champawat,3.037
1120,1974-05-01,Champawat,21.732
1121,1974-06-01,Champawat,124.361
1122,1974-07-01,Champawat,306.849
1123,1974-08-01,Champawat,208.762
1124,1974-09-01,Champawat,60.821
1125,1974-10-01,Champawat,16.14
1126,1974-11-01,Champawat,0.001
1127,1974-12-01,Champawat,21.9
1128,1975-01-01,Champawat,58.366
1129,1975-02-01,Champawat,25.436
1130,1975-03-01,Champawat,22.588
1131,1975-04-01,Champawat,5.567
1132,1975-05-01,Champawat,11.048
1133,1975-06-01,Champawat,202.111
1134,1975-07-01,Champawat,367.625
1135,1975-08-01,Champawat,349.113
1136,1975-09-01,Champawat,318.168
1137,1975-10-01,Champawat,24.101
1138,1975-11-01,Champawat,0.0
1139,1975-12-01,Champawat,0.001
1140,1976-01-01,Champawat,7.304
1141,1976-02-01,Champawat,47.947
1142,1976-03-01,Champawat,10.061
1143,1976-04-01,Champawat,22.797
1144,1976-05-01,Champawat,21.053
1145,1976-06-01,Champawat,119.218
1146,1976-07-01,Champawat,255.653
1147,1976-08-01,Champawat,599.333
1148,1976-09-01,Champawat,107.588
1149,1976-10-01,Champawat,8.529
1150,1976-11-01,Champawat,0.0
1151,1976-12-01,Champawat,0.702
1152,1977-01-01,Champawat,24.612
1153,1977-02-01,Champawat,6.238
1154,1977-03-01,Champawat,2.256
1155,1977-04-01,Champawat,23.701
1156,1977-05-01,Champawat,79.032
1157,1977-06-01,Champawat,172.346
1158,1977-07-01,Champawat,388.17
1159,1977-08-01,Champawat,214.46
1160,1977-09-01,Champawat,146.538
1161,1977-10-01,Champawat,20.413
1162,1977-11-01,Champawat,0.613
1163,1977-12-01,Champawat,16.536
1164,1978-01-01,Champawat,8.321
1165,1978-02-01,Champawat,17.403
1166,1978-03-01,Champawat,49.05
1167,1978-04-01,Champawat,8.789
1168,1978-05-01,Champawat,7.268
1169,1978-06-01,Champawat,162.779
1170,1978-07-01,Champawat,216.779
1171,1978-08-01,Champawat,399.287
1172,1978-09-01,Champawat,227.328
1173,1978-10-01,Champawat,23.202
1174,1978-11-01,Champawat,2.952
1175,1978-12-01,Champawat,7.659
1176,1979-01-01,Champawat,21.224
1177,1979-02-01,Champawat,31.969
1178,1979-03-01,Champawat,24.238
1179,1979-04-01,Champawat,12.567
1180,1979-05-01,Champawat,52.386
1181,1979-06-01,Champawat,88.972
1182,1979-07-01,Champawat,253.398
1183,1979-08-01,Champawat,226.655
1184,1979-09-01,Champawat,23.098
1185,1979-10-01,Champawat,1.645
1186,1979-11-01,Champawat,12.761
1187,1979-12-01,Champawat,8.014
1188,1980-01-01,Champawat,6.423
1189,1980-02-01,Champawat,18.384
1190,1980-03-01,Champawat,36.456
1191,1980-04-01,Champawat,5.524
1192,1980-05-01,Champawat,8.232
1193,1980-06-01,Champawat,293.507
1194,1980-07-01,Champawat,751.338
1195,1980-08-01,Champawat,502.942
1196,1980-09-01,Champawat,377.936
1197,1980-10-01,Champawat,50.414
1198,1980-11-01,Champawat,0.937
1199,1980-12-01,Champawat,6.304
1200,1981-01-01,Champawat,38.321
1201,1981-02-01,Champawat,13.101
1202,1981-03-01,Champawat,47.335
1203,1981-04-01,Champawat,3.445
1204,1981-05-01,Champawat,58.499
1205,1981-06-01,Champawat,150.635
1206,1981-07-01,Champawat,582.676
1207,1981-08-01,Champawat,187.267
1208,1981-09-01,Champawat,129.536
1209,1981-10-01,Champawat,0.436
1210,1981-11-01,Champawat,18.011
1211,1981-12-01,Champawat,2.268
1212,1982-01-01,Champawat,32.803
1213,1982-02-01,Champawat,14.741
1214,1982-03-01,Champawat,71.733
1215,1982-04-01,Champawat,24.03
1216,1982-05-01,Champawat,58.044
1217,1982-06-01,Champawat,67.039
1218,1982-07-01,Champawat,244.277
1219,1982-08-01,Champawat,540.137
1220,1982-09-01,Champawat,121.604
1221,1982-10-01,Champawat,21.523
1222,1982-11-01,Champawat,2.308
1223,1982-12-01,Champawat,12.811
1224,1983-01-01,Champawat,55.079
1225,1983-02-01,Champawat,10.905
1226,1983-03-01,Champawat,20.276
1227,1983-04-01,Champawat,59.492
1228,1983-05-01,Champawat,70.665
1229,1983-06-01,Champawat,228.606
1230,1983-07-01,Champawat,325.55
1231,1983-08-01,Champawat,186.464
1232,1983-09-01,Champawat,460.423
1233,1983-10-01,Champawat,55.238
1234,1983-11-01,Champawat,0.0
1235,1983-12-01,Champawat,9.811
1236,1984-01-01,Champawat,14.86
1237,1984-02-01,Champawat,80.772
1238,1984-03-01,Champawat,5.906
1239,1984-04-01,Champawat,20.992
1240,1984-05-01,Champawat,2.131
1241,1984-06-01,Champawat,229.094
1242,1984-07-01,Champawat,241.781
1243,1984-08-01,Champawat,224.987
1244,1984-09-01,Champawat,73.147
1245,1984-10-01,Champawat,6.737
1246,1984-11-01,Champawat,0.0
1247,1984-12-01,Champawat,7.647
1248,1985-01-01,Champawat,17.987
1249,1985-02-01,Champawat,2.252
1250,1985-03-01,Champawat,1.338
1251,1985-04-01,Champawat,16.552
1252,1985-05-01,Champawat,43.235
1253,1985-06-01,Champawat,175.399
1254,1985-07-01,Champawat,343.76
1255,1985-08-01,Champawat,359.813
1256,1985-09-01,Champawat,229.247
1257,1985-10-01,Champawat,118.478
1258,1985-11-01,Champawat,0.0
1259,1985-12-01,Champawat,37.837
1260,1986-01-01,Champawat,4.394
1261,1986-02-01,Champawat,28.245
1262,1986-03-01,Champawat,12.699
1263,1986-04-01,Champawat,24.922
1264,1986-05-01,Champawat,79.685
1265,1986-06-01,Champawat,99.645
1266,1986-07-01,Champawat,524.371
1267,1986-08-01,Champawat,236.147
1268,1986-09-01,Champawat,224.004
1269,1986-10-01,Champawat,32.395
1270,1986-11-01,Champawat,5.597
1271,1986-12-01,Champawat,56.476
1272,1987-01-01,Champawat,15.325
1273,1987-02-01,Champawat,29.903
1274,1987-03-01,Champawat,7.198
1275,1987-04-01,Champawat,7.033
1276,1987-05-01,Champawat,73.824
1277,1987-06-01,Champawat,9.148
1278,1987-07-01,Champawat,93.636
1279,1987-08-01,Champawat,269.794
1280,1987-09-01,Champawat,98.874
1281,1987-10-01,Champawat,30.923
1282,1987-11-01,Champawat,0.0
1283,1987-12-01,Champawat,7.384
1284,1988-01-01,Champawat,8.138
1285,1988-02-01,Champawat,30.543
1286,1988-03-01,Champawat,16.363
1287,1988-04-01,Champawat,22.231
1288,1988-05-01,Champawat,27.628
1289,1988-06-01,Champawat,163.281
1290,1988-07-01,Champawat,578.867
1291,1988-08-01,Champawat,467.436
1292,1988-09-01,Champawat,133.889
1293,1988-10-01,Champawat,2.954
1294,1988-11-01,Champawat,0.741
1295,1988-12-01,Champawat,22.446
1296,1989-01-01,Champawat,47.547
1297,1989-02-01,Champawat,14.153
1298,1989-03-01,Champawat,17.936
1299,1989-04-01,Champawat,1.973
1300,1989-05-01,Champawat,34.744
1301,1989-06-01,Champawat,208.788
1302,1989-07-01,Champawat,325.825
1303,1989-08-01,Champawat,293.86
1304,1989-09-01,Champawat,169.504
1305,1989-10-01,Champawat,8.169
1306,1989-11-01,Champawat,3.148
1307,1989-12-01,Champawat,5.191
1308,1990-01-01,Champawat,0.207
1309,1990-02-01,Champawat,48.235
1310,1990-03-01,Champawat,28.206
1311,1990-04-01,Champawat,9.562
1312,1990-05-01,Champawat,57.477
1313,1990-06-01,Champawat,129.158
1314,1990-07-01,Champawat,521.639
1315,1990-08-01,Champawat,342.905
1316,1990-09-01,Champawat,138.955
1317,1990-10-01,Champawat,26.765
1318,1990-11-01,Champawat,6.971
1319,1990-12-01,Champawat,37.171
1320,1991-01-01,Champawat,5.744
1321,1991-02-01,Champawat,23.75
1322,1991-03-01,Champawat,20.952
1323,1991-04-01,Champawat,22.684
1324,1991-05-01,Champawat,70.202
1325,1991-06-01,Champawat,53.338
1326,1991-07-01,Champawat,18.592
1327,1991-08-01,Champawat,240.645
1328,1991-09-01,Champawat,86.561
1329,1991-10-01,Champawat,0.369
1330,1991-11-01,Champawat,2.09
1331,1991-12-01,Champawat,9.801
1332,1992-01-01,Champawat,30.659
1333,1992-02-01,Champawat,34.248
1334,1992-03-01,Champawat,11.446
1335,1992-04-01,Champawat,9.505
1336,1992-05-01,Champawat,31.275
1337,1992-06-01,Champawat,123.759
1338,1992-07-01,Champawat,234.285
1339,1992-08-01,Champawat,308.58
1340,1992-09-01,Champawat,110.827
1341,1992-10-01,Champawat,28.926
1342,1992-11-01,Champawat,13.829
1343,1992-12-01,Champawat,0.136
1344,1993-01-01,Champawat,20.316
1345,1993-02-01,Champawat,9.443
1346,1993-03-01,Champawat,28.519
1347,1993-04-01,Champawat,11.532
1348,1993-05-01,Champawat,46.833
1349,1993-06-01,Champawat,274.046
1350,1993-07-01,Champawat,364.876
1351,1993-08-01,Champawat,150.469
1352,1993-09-01,Champawat,335.206
1353,1993-10-01,Champawat,0.704
1354,1993-11-01,Champawat,0.0
1355,1993-12-01,Champawat,0.001
1356,1994-01-01,Champawat,8.578
1357,1994-02-01,Champawat,5.518
1358,1994-03-01,Champawat,33.209
1359,1994-04-01,Champawat,14.281
1360,1994-05-01,Champawat,38.13
1361,1994-06-01,Champawat,115.309
1362,1994-07-01,Champawat,394.087
1363,1994-08-01,Champawat,342.602
1364,1994-09-01,Champawat,83.981
1365,1994-10-01,Champawat,0.401
1366,1994-11-01,Champawat,0.0
1367,1994-12-01,Champawat,0.672
1368,1995-01-01,Champawat,35.665
1369,1995-02-01,Champawat,36.791
1370,1995-03-01,Champawat,59.865
1371,1995-04-01,Champawat,15.315
1372,1995-05-01,Champawat,7.727
1373,1995-06-01,Champawat,115.447
1374,1995-07-01,Champawat,293.052
1375,1995-08-01,Champawat,480.064
1376,1995-09-01,Champawat,313.561
1377,1995-10-01,Champawat,0.443
1378,1995-11-01,Champawat,12.488
1379,1995-12-01,Champawat,10.12
1380,1996-01-01,Champawat,44.892
1381,1996-02-01,Champawat,35.884
1382,1996-03-01,Champawat,10.887
1383,1996-04-01,Champawat,10.957
1384,1996-05-01,Champawat,27.721
1385,1996-06-01,Champawat,187.81
1386,1996-07-01,Champawat,288.191
1387,1996-08-01,Champawat,343.943
1388,1996-09-01,Champawat,213.678
1389,1996-10-01,Champawat,46.31
1390,1996-11-01,Champawat,0.0
1391,1996-12-01,Champawat,0.144
1392,1997-01-01,Champawat,18.221
1393,1997-02-01,Champawat,6.557
1394,1997-03-01,Champawat,15.851
1395,1997-04-01,Champawat,5.193
1396,1997-05-01,Champawat,50.483
1397,1997-06-01,Champawat,223.531
1398,1997-07-01,Champawat,112.213
1399,1997-08-01,Champawat,281.968
1400,1997-09-01,Champawat,91.319
1401,1997-10-01,Champawat,47.545
1402,1997-11-01,Champawat,10.836
1403,1997-12-01,Champawat,11.091
1404,1998-01-01,Champawat,9.777
1405,1998-02-01,Champawat,24.027
1406,1998-03-01,Champawat,51.97
1407,1998-04-01,Champawat,29.039
1408,1998-05-01,Champawat,37.509
1409,1998-06-01,Champawat,13.697
1410,1998-07-01,Champawat,375.138
1411,1998-08-01,Champawat,502.179
1412,1998-09-01,Champawat,102.575
1413,1998-10-01,Champawat,32.035
1414,1998-11-01,Champawat,3.291
1415,1998-12-01,Champawat,0.006
1416,1999-01-01,Champawat,14.625
1417,1999-02-01,Champawat,14.562
1418,1999-03-01,Champawat,0.691
1419,1999-04-01,Champawat,0.137
1420,1999-05-01,Champawat,32.181
1421,1999-06-01,Champawat,159.643
1422,1999-07-01,Champawat,148.422
1423,1999-08-01,Champawat,121.908
1424,1999-09-01,Champawat,216.614
1425,1999-10-01,Champawat,46.035
1426,1999-11-01,Champawat,0.002
1427,1999-12-01,Champawat,8.201
1428,2000-01-01,Champawat,11.351
1429,2000-02-01,Champawat,49.226
1430,2000-03-01,Champawat,11.774
1431,2000-04-01,Champawat,6.033
1432,2000-05-01,Champawat,45.415
1433,2000-06-01,Champawat,167.288
1434,2000-07-01,Champawat,211.523
1435,2000-08-01,Champawat,313.505
1436,2000-09-01,Champawat,119.681
1437,2000-10-01,Champawat,0.373
1438,2000-11-01,Champawat,0.0
1439,2000-12-01,Champawat,0.278
1440,1971-01-01,Dehradun,15.566
1441,1971-02-01,Dehradun,20.497
1442,1971-03-01,Dehradun,12.234
1443,1971-04-01,Dehradun,17.389
1444,1971-05-01,Dehradun,56.98
1445,1971-06-01,Dehradun,138.349
1446,1971-07-01,Dehradun,319.766
1447,1971-08-01,Dehradun,360.816
1448,1971-09-01,Dehradun,141.715
1449,1971-10-01,Dehradun,51.555
1450,1971-11-01,Dehradun,12.379
1451,1971-12-01,Dehradun,0.236
1452,1972-01-01,Dehradun,13.104
1453,1972-02-01,Dehradun,27.061
1454,1972-03-01,Dehradun,7.682
1455,1972-04-01,Dehradun,12.799
1456,1972-05-01,Dehradun,4.179
1457,1972-06-01,Dehradun,44.244
1458,1972-07-01,Dehradun,263.331
1459,1972-08-01,Dehradun,209.913
1460,1972-09-01,Dehradun,256.982
1461,1972-10-01,Dehradun,26.701
1462,1972-11-01,Dehradun,9.991
1463,1972-12-01,Dehradun,6.103
1464,1973-01-01,Dehradun,26.804
1465,1973-02-01,Dehradun,18.985
1466,1973-03-01,Dehradun,18.065
1467,1973-04-01,Dehradun,0.635
1468,1973-05-01,Dehradun,20.975
1469,1973-06-01,Dehradun,149.537
1470,1973-07-01,Dehradun,185.962
1471,1973-08-01,Dehradun,342.903
1472,1973-09-01,Dehradun,105.334
1473,1973-10-01,Dehradun,35.012
1474,1973-11-01,Dehradun,0.0
1475,1973-12-01,Dehradun,8.354
1476,1974-01-01,Dehradun,15.331
1477,1974-02-01,Dehradun,14.396
1478,1974-03-01,Dehradun,4.444
1479,1974-04-01,Dehradun,1.677
1480,1974-05-01,Dehradun,19.942
1481,1974-06-01,Dehradun,62.76
1482,1974-07-01,Dehradun,247.473
